Date,Time,Latitude,Longitude,Magnitude,Epicenter,
2007-11-05,N/A,28.2,84.45,4.5,Lamjung,
2007-10-29,N/A,27.9,85.45,5,Nuwakot,
2007-10-12,N/A,27.75,86.12,4,Dolakha,
2007-09-07,N/A,28.05,85.33,4.2,Rasuwa,
2007-09-07,N/A,27.72,86.26,4.1,Dolakha,
2007-08-11,N/A,27.28,87.9,5.2,Taplejung,
2007-08-06,N/A,27.84,85.69,4.1,Sindhupalchowk,
2007-08-03,N/A,27.21,87.97,4.4,Panchthar,
2007-08-03,N/A,27.24,87.02,4,Bhojpur,
2007-08-03,N/A,27.2,87.04,4.3,Bhojpur,
2007-08-03,N/A,27.24,87.03,4.5,Bhojpur,
2007-08-01,N/A,29.49,81.91,4.6,Mugu,
2007-07-30,N/A,27.27,87.02,4.1,Bhojpur,
2007-07-07,N/A,28.08,85.3,4,Rasuwa,
2007-06-17,N/A,27.83,84.91,4.3,Dhading,
2007-06-04,N/A,27.44,83.89,4.2,Nepal-India Border,
2007-05-16,04:17,27.5,88.08,4.6,Nepal-India Border,
2007-03-10,N/A,29.47,81.73,4.5,Bajhang,
2007-02-15,09:09,29.83,81.48,5.2,Bajhang,
2007-02-06,20:10,28.35,83.43,4.2,Myagdi,
2007-02-06,20:08,28.35,83.42,4.1,Myagdi,
2007-02-05,07:57,29.99,81.05,4.1,Bajhang,
2006-11-11,15:44,27.21,87.63,4.2,Tehrathum,
2006-09-26,N/A,30.1,80.83,4.5,Darchula,
2006-09-19,N/A,29.62,81.54,5,Bajura,
2006-09-17,N/A,26.98,87.8,4.2,Illam,
2006-08-30,N/A,29.05,83.6,4.3,Mustang,
2006-08-15,N/A,27.89,85.7,4.3,Sindhupalchowk,
2006-05-05,N/A,29.43,81.26,4.8,Bajhang,
2006-04-04,N/A,27.91,85.83,4.6,Sindhupalchowk,
2006-02-19,N/A,28.24,83.89,4.7,Baglung,
2006-02-03,N/A,27.18,86.8,5.4,Khotang,
2005-11-06,N/A,29.61,82.02,5.1,Mugu,
2005-10-31,21:47,28.65,84.83,4.7,Gorkha,
2005-10-31,05:51,29.59,82.2,5.4,Mugu,
2005-10-29,23:32,29.45,81.94,5.3,Mugu,
2005-08-28,13:14,27.31,87.22,5.5,Sankhuwasava,
2005-08-08,23:53,27.98,85.51,4.2,Sindhupalchowk,
2005-07-27,02:06,27.42,86.83,4.3,Solukhumbu,
2005-06-14,N/A,27.28,87.89,4.5,Tibet,
2005-05-05,N/A,27.69,87.7,4.1,Taplejung,
2005-04-15,N/A,27.92,85.71,4.1,Sindhupalchowk,
2005-04-07,N/A,29.35,81.88,4.2,Kalikot,
2005-04-04,N/A,28.56,83.18,4.1,Myagdi,
2005-04-04,N/A,28.54,83.31,4.1,Myagdi,
2005-03-29,N/A,28.11,84.77,4.4,Gorkha,
2005-03-29,N/A,28.14,84.8,4.1,Gorkha,
2005-03-29,N/A,28.04,84.74,4,Gorkha,
2005-03-29,N/A,28.15,84.37,4,Lamjung,
2005-03-19,N/A,28.25,84.39,5.4,Lamjung,
2005-03-05,N/A,28.27,84.39,5,Lamjung,
2005-02-08,01:51,27.76,86.07,5.1,Dolakha,
2005-01-16,N/A,29.81,81.04,4.5,Bajhang,
2005-01-16,08:43,29.68,81.14,5,Bajhang,
2004-12-27,21:21,27.76,86.2,4.2,Nagpa/Dolakaha,
2004-12-26,N/A,29.9,81.63,4.3,Sain,
2004-11-17,10:39,28.26,84.67,4.1,Lamjung,
2004-11-09,10:50,28.76,82.93,4.4,RahalGaun/Rukum ,
2004-10-05,10:25,26.82,86.55,4.1,Simle/Udayapur,
2004-09-12,08:48,29.5,81.84,4.3,Shirkot/Mugu,
2004-09-02,22:39,27.87,85.93,4.1,Sindhupalchowk,
2004-08-22,17:19,28.03,85.24,4.1,Rasuwa,
2004-07-20,03:35,27.96,85.88,4.5,Sindhupalchok,
2004-07-16,N/A,28.32,84.06,4.6,Kaski,
2004-05-29,N/A,28.58,89.97,4.3,Baglung,
2004-05-29,N/A,28.55,82.96,4.9,Baglung,
2004-05-29,N/A,28.59,82.98,4.3,Baglung,
2004-03-31,N/A,27.18,87.63,4.6,Terathum,
2004-03-17,N/A,27.67,87.82,4.1,Taplejung,
2004-02-18,N/A,27.61,87.8,4.7,Taplejung,
2004-02-14,N/A,29.67,80.88,4.3,Bhajhang,
2004-02-02,N/A,29.32,81.53,4.1,Bajura,
2004-01-07,N/A,28.07,85,4,Dhading,
2004-01-03,13:40,27.77,86.05,4.1,Sindhupalchok,
2004-01-03,13:14,27.76,86.07,5.5,Sindhupalchok,
2003-12-19,N/A,27.06,87.97,4.2,Illam,
2003-12-11,N/A,29.85,80.54,4.1,Darchula,
2003-12-05,17:53,28.4,83.93,4,Kaski,
2003-11-23,N/A,28.41,83.97,3.6,Kaski,
2003-11-23,N/A,28.3,83.88,4.4,Kaski,
2003-11-23,09:15,28.45,83.94,4.5,Kaski,
2003-11-22,05:07,28.44,83.9,5,Kaski,
2003-11-05,12:19,27.78,86.16,4.1,Dolakha,
2003-10-29,07:59,27.26,86.69,4,Khotang,
2003-09-29,03:40,27.52,87.85,4.6,Taplejung,
2003-09-24,00:45,29,81.95,4.3,Dailekh,
2003-08-05,N/A,27.99,86.03,4.2,Sidhupalchowk,
2003-08-02,N/A,29.51,82.1,4.4,Mugu,
2003-07-28,N/A,28.75,82.52,4.5,Rukum,
2003-06-23,N/A,27.79,87.97,4.8,Taplejung,
2003-04-04,N/A,30.1,80.39,5,Pithoragarh,
2003-03-29,N/A,27.46,86.63,4,Tibet,
2003-03-25,N/A,27.18,89.59,5.7,Bhutan,
2003-02-26,N/A,28.47,86.01,5,Tibet,
2002-11-20,23:27,29.64,81.52,4.7,Bajura,
2002-10-11,18:59,28.28,83.94,4,Kaski,
2002-10-09,13:48,28.18,83.9,4.1,Kaski,
2002-09-09,14:37,28.98,80.74,4.1,Kailali,
2002-08-11,08:09,26.97,86.4,4.1,Udayapur,
2002-07-16,N/A,27.75,87.36,4.3,Sankhuwasava,
2002-07-02,N/A,27.17,84.82,4.1,Parsa,
2002-06-20,N/A,25.63,88.38,5.5,Bangladesh,
2002-06-13,N/A,28.23,84.86,4,Dhading,
2002-06-07,N/A,28.77,81.12,4,Kailali,
2002-06-05,N/A,28.86,80.75,4,Kailali,
2002-06-04,N/A,30.71,81.34,6,Tibet,
2002-06-04,14:56,28.79,80.53,4,Kanchanpur,
2002-05-02,17:35,27.67,86.67,5.2,Solukhumbu,
2002-04-15,09:56,26.87,86.31,4,Udayapur,
2002-04-09,07:23,27.46,86.14,4,Ramechhap,
2002-02-03,07:41,27.72,86.37,4.1,Dolakha,
2001-12-19,N/A,23.83,89.88,4.8,Bangaladesh,
2001-12-18,02:21,29.58,81.77,4.7,Mugu,
2001-11-28,N/A,29.59,81.77,4.5,Mugu,
2001-11-27,N/A,29.52,81.99,5.2,Mugu,
2001-11-27,N/A,29.63,81.79,5.7,Mugu,
2001-11-27,N/A,29.53,81.81,5.8,Mugu,
2001-10-27,N/A,29.56,81.46,4.7,Humla,
2001-09-27,N/A,26.98,87.78,4.8,Udayapur,
2001-09-13,N/A,29.821,80.644,5,Darchula,
2001-07-16,N/A,27.97,84.68,5.9,Gorkha,
2001-07-16,23:01,28.27,84.25,4.8,Lamjung,
2001-07-11,N/A,29.507,81.394,4.3,Bajhang,
2001-04-15,08:36,29.41,81.58,4.5,Bajura,
2001-04-04,N/A,27.806,86.171,4.8,Dolakha,
2001-01-26,N/A,24.173,69.853,7,Bhuj/India,
2000-12-31,N/A,27.84,87.71,4.1,Taplejung,
2000-09-02,N/A,28.071,85.334,4.5,Nuwakot,
2000-06-02,N/A,28.07,83.29,4.2,Arghanchi,
2000-03-17,N/A,27.76,87.55,4.2,Sankhuwasabha,
2000-03-13,N/A,29.77,81.41,4.2,Bajhang,
2000-03-13,N/A,27.99,87.42,5,Taplejung,
2000-03-13,N/A,27.73,87.71,5.1,Sankhuwasabha,
2000-02-26,N/A,28.617,82.314,5.1,Jajarkot,
2000-01-25,12:07,27.378,88.059,4.6,Taplejung,
2000-01-20,N/A,27.928,86.06,4.8,Sindhupalchowk,
1999-12-11,N/A,30.159,81.563,4.6,Humla,
1999-09-20,07:28,27.44,87.85,4.9,Taplejung ,
1999-08-25,N/A,28.157,84.742,4.5,Gorkha,
1999-08-10,N/A,27.795,86.208,5.7,Dolakha,
1999-04-07,N/A,29.596,81.226,4.4,Bajhang,
1999-03-28,N/A,30.498,79.257,6.5,Chamauli/India,
1999-03-19,N/A,27.934,85.834,4.8,Sindhupalchowk,
1999-02-19,N/A,29.867,80.618,4.6,Darchula,
1999-02-11,N/A,28.61,83.348,4.7,Myagdi,
1998-11-26,N/A,27.859,87.814,5.4,Taplejung,
1998-10-16,N/A,28.077,85.66,4.9,Sindhupalchowk,
1998-09-10,22:57,27.35,88.36,5,Taplejung,
1998-09-06,21:35,27.84,87,4.6,Solukhumbu,
1998-09-04,21:16,27.78,86.96,4,Solukhumbu,
1998-09-03,N/A,27.873,86.964,5.6,Solukhumbu,
1998-08-20,14:31,27.77,87.85,4.5,Taplejung,
1998-07-15,N/A,29.551,81.247,5.1,Bajhang,
1998-07-15,04:36,29.37,81.34,4.8,Bajura,
1998-06-27,N/A,27.866,85.812,5,Sankhuwasabha,
1998-05-16,N/A,26.76,84.817,4.8,Parsa,
1998-05-10,N/A,29.41,82.38,4.7,Jumla,
1998-02-28,N/A,27.15,87.86,5,Panchthar,
1998-02-22,N/A,28.72,85.52,5.5,Tibet,
1998-02-12,N/A,27.59,88.19,4.6,Taplejung,
1997-12-08,N/A,27.19,86.85,5,Khotang,
1997-11-27,N/A,27.74,87,5.5,Solukhumbu,
1997-11-26,N/A,27.75,86,4.3,Dolakha,
1997-10-24,N/A,28.66,82.54,5.2,Rukum,
1997-10-24,12:06,28.52,82.4,5.2,salyan,
1997-10-11,N/A,27.65,86.41,4.8,Ramechhap,
1997-10-11,10:11,27.7,86.46,5,Ramechhap,
1997-09-06,02:35,28.38,81.48,4,Bardiya,
1997-06-17,06:26,28.93,81.73,4.1,Dailekh,
1997-05-28,N/A,28.68,82.58,4.5,Rukum,
1997-05-26,03:04,27.42,86.8,4.2,Solukhumbu,
1997-05-26,00:45,27.34,86.78,4,Khotang,
1997-05-21,N/A,23.71,80.47,6,India,
1997-05-12,16:21,27.7,87.78,4.2,Taplejung,
1997-05-01,15:37,29.34,80.64,4.2,Dadeldhura,
1997-04-15,07:19,27.63,86.58,4.1,Solukhumbu,
1997-04-07,N/A,27.5,87.746,4.6,Solukhumbu,
1997-04-07,13:00,27.47,86.67,5.1,Solukhumbu,
1997-03-29,07:10,27.97,85.26,4.3,Nuwakot,
1997-03-24,21:28,28.08,85.29,5.4,Rasuwa,
1997-03-03,09:29,26.89,86.35,5.2,Udayapur,
1997-02-18,N/A,29.52,81.33,4.4,Bajhang,
1997-02-18,06:55,29.22,81.73,4.1,kalikot,
1997-02-10,N/A,28.12,85.33,4.2,Rasuwa,
1997-02-10,20:06,28.04,85.31,5,Rasuwa,
1997-02-08,05:16,27.96,85.32,5.4,Nuwakot,
1997-02-06,14:10,27.96,85.28,4.1,Nuwakot,
1997-02-03,N/A,28.09,85.29,4.7,Rasuwa,
1997-02-03,N/A,28.02,85.33,5,Rasuwa,
1997-02-03,10:38,28.09,85.32,5.1,Rasuwa,
1997-02-03,00:43,28.01,85.34,4.7,Rasuwa,
1997-02-01,N/A,28,85.303,4.7,Rasuwa,
1997-02-01,05:55,28.01,85.32,5,Rasuwa,
1997-01-31,N/A,28.078,85.286,5.8,Rasuwa,
1997-01-31,N/A,28.015,85.301,5,Rasuwa,
1997-01-31,20:55,28,85.29,4.9,Rasuwa,
1997-01-31,20:42,28.03,85.33,4.2,Rasuwa,
1997-01-31,20:02,28.03,85.34,5.8,Rasuwa,
1997-01-05,N/A,29.785,80.588,5.6,Darchula,
1997-01-05,11:38,29.82,80.95,4.4,Darchula,
1997-01-01,N/A,27.005,86.561,4.5,Udayapur,
1996-12-31,07:09,26.94,86.54,4.4,Udayapur,
1996-12-30,11:08,27.22,86.91,5.7,Khotang,
1996-12-29,N/A,29.75,81.828,5.2,Humla,
1996-12-29,21:51,29.4,81.84,5.3,Kalikot,
1996-12-22,N/A,29.012,81.726,4.4,Dailekh,
1996-12-22,21:45,28.61,81.79,4,Surkhet,
1996-12-22,21:45,28.56,81.96,4.1,Surkhet,
1996-12-22,16:51,28.91,81.81,4,Dailekh,
1996-12-03,N/A,27.39,86.842,5.3,Solukhumbu,
1996-11-08,N/A,29.667,81.699,4.9,Humla,
1996-11-08,00:54,29.37,81.92,4.2,Kalikot,
1996-11-04,N/A,29.63,81.859,4.9,Mugu,
1996-11-04,20:43,29.51,81.77,4.2,Bajura,
1996-10-31,16:01,29.32,81.95,4.3,Jumla,
1996-09-22,21:57,29.17,81.09,4.1,Achham,
1996-09-17,19:03,30.11,81.64,4.4,Humla,
1996-09-16,22:10,29.9,81.69,4.1,Bajura,
1996-08-28,01:08,29.58,81.65,4.3,Bajura,
1996-08-08,13:05,27.19,88.01,4.2,Panchthar,
1996-07-28,06:25,29.45,81.94,4,Mugu,
1996-07-14,10:53,29.55,81.04,4,Bajhang,
1996-07-10,17:41,29.15,82.15,4.2,Jumla,
1996-05-27,08:19,27.38,86.9,4.4,Khotang,
1996-05-27,07:19,27.4,86.95,4,Bhojpur,
1996-04-26,N/A,27.935,87.705,5.3,Taplejung,
1996-04-05,22:37,26.9,86.36,4,Udayapur,
1996-02-28,N/A,27.122,86.766,4.8,Udayapur,
1996-02-28,08:11,27.12,86.77,4.5,Khotang,
1996-02-26,04:50,29.83,80.93,4,Darchula,
1996-02-19,22:31,29.74,81.36,4.1,Bajhang,
1996-02-19,22:28,29.79,81.36,4,Bajhang,
1996-02-07,10:56,29.37,80.37,5,Baitadi,
1996-01-27,00:35,28.06,84.26,4.4,Tanahun,
1995-12-24,19:02,27.55,86.27,4.1,Ramechhap,
1995-11-12,17:56,28.14,85.34,4.2,Rasuwa,
1995-10-27,11:33,28.76,83.72,4.2,Mustang,
1995-10-04,14:39,28.26,84.39,4.7,Lamjung,
1995-08-08,19:09,30,81.58,4.3,Humla,
1995-08-07,00:12,29.88,81.62,4.9,Bajura,
1995-08-06,09:53,29.99,81.57,4,Humla,
1995-08-05,05:21,30,81.6,4,Humla,
1995-08-03,03:05,30.04,81.54,5,Humla,
1995-07-26,00:36,28.81,80.45,4.2,Kanchanpur,
1995-07-24,09:12,28.02,86.78,4.1,Solukhumbu,
1995-06-11,06:39,27.4,87.96,4.2,Taplejung,
1995-06-05,12:55,29.43,81.71,4.5,Bajura,
1995-05-09,21:45,28.59,84.5,4.1,Manang,
1995-04-17,17:34,29.52,81.65,4.9,Bajura,
1995-04-17,01:32,29.39,81.83,5.5,Kalikot,
1995-03-27,21:21,29.3,81.8,4.1,Kalikot,
1995-02-28,15:15,29.96,80.78,4.1,Darchula,
1995-02-18,13:09,27.81,85.89,4.7,Sindhupalchok,
1995-02-08,04:32,29.46,81.07,4,Bajhang,
1995-02-06,08:20,27.14,87.74,4.1,Panchthar,
1995-01-30,13:56,29.22,82.25,4.4,Jumla,
1995-01-30,03:06,29.26,82.57,4.5,Dolpa,
1995-01-29,20:52,26.85,86.11,4.5,Dhanusha,
1995-01-27,17:20,29.08,81.73,4.3,Kalikot,
1995-01-22,06:13,27.9,87.8,4,Taplejung,
1995-01-19,06:33,28.35,83.44,4.3,Myagdi,
1994-12-21,13:38,27.9,84.99,4.2,Dhading,
1994-12-13,08:41,28.47,82.98,4.5,Baglung,
1994-12-09,20:32,27.79,85.82,4.1,Sindhupalchok,
1994-11-27,16:57,29.73,81.65,4.6,Bajura,
1994-11-07,08:40,29.77,80.7,4.4,Darchula,
1994-10-24,00:00,28.82,81.97,4.5,Jajarkot,
1994-10-22,07:50,28.82,82.22,4.5,Jajarkot,
1994-09-27,13:57,26.81,86.09,4.1,Dhanusha,
1994-08-16,19:59,26.92,86.62,4,Udayapur,
1994-06-25,08:32,27.82,86.19,5.1,Dolakha,
1994-05-25,13:25,29.8,82.41,4.5,Mugu,
1994-05-25,06:15,29.81,81.77,4,Bajura,
1994-05-03,18:45,28.52,83.03,4.4,Baglung,
1994-03-08,02:05,29.33,81.83,4,Kalikot,
